cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
59;4;2008;2008m04;15;3;Duque de Caxias;3301702;Baixada Fluminense;31;0;0;31;2;33;5;227;9;2;98;251;31;62;344;119;18;16;1;0;0.0;0;6;;42;546;61;45;14;38;;221;379;0;2;0;64;2;0.0;1.0;1.0;102;24.0;4.0;26.0;1.0;200;16;4;0;0;0;1829;3
60;4;2008;2008m04;15;3;Duque de Caxias;3301702;Baixada Fluminense;15;0;1;16;3;19;4;62;2;9;32;46;4;18;68;57;1;6;1;0;0.0;0;4;;12;149;24;3;2;15;;67;111;0;3;0;4;1;0.0;1.0;0.0;2;8.0;0.0;7.0;0.0;56;3;1;0;0;0;537;3
61;4;2008;2008m04;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;1;4;0;4;2;18;0;0;9;4;2;2;8;11;0;2;0;0;0.0;0;0;;4;25;2;0;0;3;;23;28;0;0;0;1;0;0.0;0.0;0.0;5;1.0;3.0;2.0;0.0;25;1;1;0;0;0;135;3
62;4;2008;2008m04;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;0;7;5;12;3;39;1;1;16;20;3;16;39;20;8;5;2;0;0.0;0;0;;15;89;6;2;1;5;;19;33;0;0;0;9;19;1.0;16.0;2.0;15;71.0;18.0;9.0;0.0;28;1;0;0;0;0;342;3
63;4;2008;2008m04;24;3;Japeri;3302270;Baixada Fluminense;8;0;0;8;0;8;1;43;3;0;13;2;0;0;2;1;0;3;0;0;0.0;0;0;;1;7;0;2;0;3;;24;29;0;1;0;0;8;3.0;2.0;3.0;0;4.0;2.0;7.0;0.0;24;4;0;0;0;0;172;3
64;4;2008;2008m04;21;3;São João de Meriti;3305109;Baixada Fluminense;17;0;1;18;1;19;7;195;6;3;77;136;13;22;171;42;7;7;1;0;0.0;0;18;;8;254;30;18;4;10;;84;146;0;0;0;59;8;3.0;4.0;1.0;27;28.0;2.0;22.0;0.0;172;23;1;0;0;0;1400;3
65;4;2008;2008m04;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;2;0;0;2;0;2;1;34;1;2;20;13;3;1;17;2;1;4;1;0;0.0;0;1;;2;28;6;1;0;0;;49;56;0;0;0;5;9;1.0;4.0;4.0;8;16.0;1.0;1.0;0.0;44;3;0;0;0;0;270;3
66;4;2008;2008m04;34;3;Magé;3302502;Baixada Fluminense;6;0;0;6;0;6;4;27;5;4;55;13;4;3;20;6;1;1;1;0;0.0;0;1;;5;35;12;3;4;4;;56;79;0;0;0;3;2;2.0;0.0;0.0;4;9.0;0.0;6.0;0.0;42;2;0;0;0;0;261;3
48;5;2008;2008m05;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;3;1;4;0;27;5;2;13;4;1;1;6;6;2;0;0;0;0.0;0;0;;3;17;2;0;1;5;;34;42;0;1;0;8;3;2.0;1.0;0.0;5;5.0;2.0;4.0;0.0;39;2;0;0;0;0;194;3
50;5;2008;2008m05;24;3;Itaguaí;3302007;Baixada Fluminense;5;0;0;5;0;5;0;32;0;5;15;17;2;4;23;5;0;3;0;0;0.0;0;5;;0;36;12;6;0;15;;43;76;0;0;0;7;3;0.0;3.0;0.0;14;14.0;2.0;4.0;0.0;24;3;0;0;0;0;254;3
51;5;2008;2008m05;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;0;30;1;0;5;0;0;1;1;1;0;0;0;0;0.0;0;0;;0;2;2;0;0;0;;13;15;0;0;0;2;5;2.0;0.0;3.0;0;3.0;0.0;1.0;0.0;17;0;0;0;0;0;100;3
52;5;2008;2008m05;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;1;3;1;4;1;76;7;4;47;137;26;17;180;40;10;4;0;0;0.0;1;4;;10;249;33;27;1;28;;112;201;0;1;0;17;3;2.0;1.0;0.0;37;11.0;1.0;22.0;0.0;103;4;0;0;0;0;848;3
53;5;2008;2008m05;20;3;Mesquita;3302858;Baixada Fluminense;1;0;0;1;3;4;6;70;3;4;37;84;9;11;104;16;4;3;0;0;0.0;0;2;;3;132;13;3;3;20;;57;96;0;4;0;19;6;1.0;5.0;1.0;3;3.0;0.0;2.0;0.0;64;10;0;0;0;0;519;3
54;5;2008;2008m05;40;3;Belford Roxo;3300456;Baixada Fluminense;13;0;0;13;12;25;11;128;8;4;40;100;6;12;118;32;2;4;3;0;0.0;0;6;;9;174;15;13;9;18;;87;142;0;1;0;22;8;1.0;7.0;1.0;33;38.0;11.0;7.0;0.0;102;15;0;0;0;0;798;3
55;5;2008;2008m05;24;3;Queimados;3304144;Baixada Fluminense;5;0;0;5;0;5;1;82;8;2;26;20;0;1;21;4;0;2;1;0;0.0;0;2;;6;36;3;1;1;12;;86;103;0;0;0;10;6;3.0;1.0;2.0;6;4.0;1.0;6.0;0.0;78;11;0;0;0;0;417;3
56;5;2008;2008m05;20;3;Nova Iguaçu;3303500;Baixada Fluminense;9;0;0;9;6;15;12;53;3;5;35;31;3;4;38;28;2;1;5;0;0.0;0;0;;6;80;2;6;1;9;;61;79;0;0;0;3;8;1.0;6.0;1.0;3;15.0;2.0;5.0;0.0;51;2;3;0;0;0;364;3
57;5;2008;2008m05;20;3;Nilópolis;3303203;Baixada Fluminense;4;0;0;4;0;4;2;50;2;1;30;120;18;4;142;46;3;6;0;0;0.0;0;2;;2;201;22;30;7;16;;48;123;0;0;0;21;1;1.0;0.0;0.0;13;3.0;9.0;9.0;0.0;53;2;0;0;0;0;579;3
58;5;2008;2008m05;20;3;Nova Iguaçu;3303500;Baixada Fluminense;13;0;0;13;0;13;5;141;10;3;50;75;11;6;92;56;2;10;1;0;0.0;1;1;;9;172;9;21;11;18;;55;114;0;0;1;13;1;0.0;0.0;1.0;3;16.0;4.0;5.0;0.0;119;8;1;0;0;0;696;3
59;5;2008;2008m05;15;3;Duque de Caxias;3301702;Baixada Fluminense;20;0;1;21;2;23;10;251;17;1;102;314;38;59;411;102;22;10;2;0;0.0;0;13;;43;603;62;79;12;62;;267;482;0;1;0;78;6;0.0;6.0;0.0;151;23.0;5.0;17.0;0.0;207;18;2;0;0;0;2079;3
60;5;2008;2008m05;15;3;Duque de Caxias;3301702;Baixada Fluminense;25;0;2;27;1;28;5;69;4;2;34;44;4;23;71;55;1;9;4;0;0.0;0;7;;17;164;20;1;2;8;;68;99;0;1;0;4;3;1.0;2.0;0.0;7;16.0;4.0;1.0;0.0;56;5;0;0;0;0;524;3
61;5;2008;2008m05;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;3;18;0;2;8;2;2;0;4;5;0;0;1;0;0.0;0;0;;7;17;0;0;1;9;;18;28;0;0;0;0;0;0.0;0.0;0.0;2;4.0;1.0;1.0;0.0;15;0;0;0;0;0;110;3
62;5;2008;2008m05;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;2;8;9;17;12;43;2;4;25;55;4;14;73;25;4;6;1;0;0.0;0;1;;9;119;6;6;5;5;;24;46;0;1;0;4;19;1.0;15.0;3.0;14;57.0;12.0;4.0;0.0;35;3;3;0;0;0;386;3
63;5;2008;2008m05;24;3;Japeri;3302270;Baixada Fluminense;2;0;0;2;1;3;7;56;2;1;10;3;1;1;5;1;0;1;0;0;0.0;0;0;;1;8;1;4;1;4;;11;21;0;0;0;4;15;5.0;3.0;7.0;1;6.0;1.0;13.0;1.0;29;2;0;0;0;0;182;3
64;5;2008;2008m05;21;3;São João de Meriti;3305109;Baixada Fluminense;14;0;1;15;1;16;8;205;13;5;48;137;10;9;156;53;7;7;3;1;0.0;0;12;;13;252;35;28;1;4;;116;184;0;2;0;45;10;0.0;6.0;4.0;43;46.0;13.0;22.0;1.0;155;9;0;0;0;0;1203;3
65;5;2008;2008m05;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;6;0;0;6;1;7;1;59;1;6;19;12;0;1;13;5;1;1;1;0;0.0;0;2;;2;25;9;3;0;1;;28;41;0;1;0;7;2;1.0;1.0;0.0;9;7.0;0.0;8.0;0.0;57;6;0;0;0;0;284;3
66;5;2008;2008m05;34;3;Magé;3302502;Baixada Fluminense;4;1;0;5;0;5;0;51;1;0;26;15;0;5;20;5;1;3;1;0;0.0;0;0;;4;34;20;7;2;3;;39;71;0;0;0;9;4;0.0;1.0;3.0;7;4.0;2.0;2.0;0.0;39;2;2;0;0;0;283;3
48;6;2008;2008m06;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;4;1;5;1;20;0;3;21;3;1;2;6;7;1;0;1;0;0.0;0;1;;2;18;0;0;1;8;;31;40;0;0;0;1;6;2.0;5.0;0.0;3;8.0;0.0;2.0;0.0;42;6;3;0;0;0;204;3
50;6;2008;2008m06;24;3;Itaguaí;3302007;Baixada Fluminense;3;0;0;3;2;5;6;24;2;2;17;14;7;6;27;8;1;4;3;0;0.0;0;1;;8;52;15;3;2;22;;36;78;0;1;0;12;4;0.0;4.0;0.0;11;14.0;1.0;10.0;0.0;26;10;0;0;0;0;294;3
51;6;2008;2008m06;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;1;25;0;0;2;1;0;0;1;0;0;0;0;0;0.0;0;1;;0;2;4;0;0;3;;20;27;0;0;0;4;5;3.0;2.0;0.0;2;3.0;0.0;4.0;0.0;21;1;0;0;0;0;112;3
52;6;2008;2008m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense;3;1;0;4;0;4;2;67;1;1;39;132;48;8;188;61;6;5;1;0;0.0;0;6;;17;284;43;35;4;36;;103;221;0;3;0;31;5;2.0;1.0;3.0;38;7.0;4.0;30.0;0.0;74;5;0;0;0;0;874;3
53;6;2008;2008m06;20;3;Mesquita;3302858;Baixada Fluminense;5;0;0;5;5;10;8;72;3;0;28;64;13;6;83;12;3;6;0;1;0.0;0;2;;8;115;14;0;0;14;;50;78;0;1;0;18;6;1.0;4.0;2.0;10;4.0;0.0;4.0;0.0;41;4;0;0;0;0;462;3
54;6;2008;2008m06;40;3;Belford Roxo;3300456;Baixada Fluminense;19;0;0;19;5;24;4;131;21;4;45;103;7;12;122;33;3;5;3;0;0.0;1;3;;7;177;18;27;7;17;;78;147;0;0;0;34;13;3.0;11.0;0.0;18;37.0;7.0;31.0;0.0;100;39;0;0;0;0;862;3
55;6;2008;2008m06;24;3;Queimados;3304144;Baixada Fluminense;1;0;0;1;0;1;3;81;8;3;12;9;4;2;15;4;0;5;2;0;0.0;0;1;;10;37;5;2;2;11;;59;79;0;2;0;15;5;0.0;5.0;0.0;6;16.0;2.0;7.0;0.0;74;15;0;0;0;0;403;3
56;6;2008;2008m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;5;12;9;72;2;2;35;36;4;6;46;27;0;3;2;0;0.0;0;0;;0;78;6;3;2;3;;28;42;0;0;0;4;8;1.0;6.0;2.0;6;19.0;6.0;2.0;0.0;61;2;0;0;0;0;345;3
57;6;2008;2008m06;20;3;Nilópolis;3303203;Baixada Fluminense;8;0;0;8;0;8;1;57;3;1;25;106;23;3;132;31;2;5;0;0;0.0;1;1;;8;180;20;26;3;19;;44;112;0;3;0;18;4;3.0;0.0;1.0;18;3.0;1.0;19.0;2.0;51;7;0;0;0;0;578;3
58;6;2008;2008m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;1;16;1;17;2;132;6;3;45;53;6;7;66;37;1;7;2;0;0.0;0;5;;14;132;10;3;9;10;;51;83;0;2;0;9;1;1.0;0.0;0.0;7;20.0;2.0;6.0;1.0;115;14;0;0;0;0;649;3
59;6;2008;2008m06;15;3;Duque de Caxias;3301702;Baixada Fluminense;18;0;0;18;3;21;6;245;12;4;88;283;39;42;364;104;11;7;2;0;0.0;1;10;;43;542;47;78;14;54;;219;412;1;1;0;81;8;1.0;6.0;2.0;106;44.0;9.0;19.0;0.0;195;17;0;0;0;0;1889;3
60;6;2008;2008m06;15;3;Duque de Caxias;3301702;Baixada Fluminense;20;0;0;20;0;20;4;73;2;6;34;47;4;11;62;37;1;11;3;0;0.0;0;4;;10;128;11;0;1;8;;60;80;0;3;0;5;2;1.0;0.0;1.0;8;12.0;1.0;2.0;0.0;56;11;0;2;0;0;505;3
61;6;2008;2008m06;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;1;5;0;5;0;10;0;2;10;7;0;1;8;4;1;0;1;0;0.0;0;0;;4;18;1;0;1;2;;17;21;0;0;0;0;2;1.0;0.0;1.0;0;0.0;1.0;3.0;0.0;15;0;0;0;0;0;98;3
62;6;2008;2008m06;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;5;9;7;45;6;1;17;40;4;9;53;24;2;6;1;0;0.0;0;1;;14;101;7;2;1;2;;22;34;0;1;0;10;7;0.0;5.0;2.0;8;30.0;8.0;2.0;0.0;33;8;0;0;0;0;318;3
63;6;2008;2008m06;24;3;Japeri;3302270;Baixada Fluminense;1;0;0;1;0;1;0;45;2;1;12;3;1;1;5;1;0;2;0;0;0.0;0;0;;1;9;4;1;0;3;;17;25;0;1;0;3;15;8.0;9.0;1.0;0;22.0;0.0;12.0;0.0;25;3;0;0;0;0;166;3
64;6;2008;2008m06;21;3;São João de Meriti;3305109;Baixada Fluminense;15;0;0;15;0;15;6;214;8;3;74;154;9;9;172;55;9;3;1;0;1.0;1;5;;13;260;26;21;2;4;;70;123;0;5;0;40;9;2.0;6.0;1.0;35;39.0;6.0;24.0;0.0;182;12;0;0;0;0;1181;3
65;6;2008;2008m06;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;2;0;0;2;0;2;2;44;1;3;16;12;0;3;15;4;1;2;2;0;0.0;0;2;;3;29;7;0;0;6;;53;66;0;0;0;12;4;1.0;2.0;1.0;10;14.0;0.0;6.0;0.0;42;5;1;0;0;0;308;3
66;6;2008;2008m06;34;3;Magé;3302502;Baixada Fluminense;8;0;0;8;1;9;6;49;4;1;22;15;0;1;16;5;0;2;3;0;0.0;0;1;;2;29;7;7;0;3;;33;50;0;0;0;4;9;2.0;4.0;3.0;2;14.0;7.0;6.0;0.0;29;1;0;0;0;0;256;3
48;7;2008;2008m07;24;3;Seropédica;3305554;Baixada Fluminense;0;0;0;0;0;0;1;30;2;1;16;8;2;0;10;3;2;1;1;0;0.0;0;0;;3;20;3;0;1;10;;32;46;0;0;0;7;4;3.0;1.0;1.0;1;2.0;0.0;4.0;0.0;32;4;0;0;0;0;204;3
50;7;2008;2008m07;24;3;Itaguaí;3302007;Baixada Fluminense;7;0;0;7;0;7;0;52;0;7;40;19;6;3;28;8;0;2;3;0;0.0;0;3;;3;47;20;12;1;25;;51;109;0;1;0;11;10;2.0;7.0;1.0;7;24.0;2.0;10.0;0.0;46;3;1;0;0;0;346;3
51;7;2008;2008m07;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;0;32;0;0;12;2;0;0;2;1;0;0;0;0;0.0;0;0;;2;5;0;0;0;0;;19;19;0;1;0;6;3;3.0;0.0;0.0;0;1.0;0.0;0.0;0.0;24;4;0;0;0;0;114;3
52;7;2008;2008m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5;0;0;5;0;5;0;65;10;2;35;110;35;14;159;28;7;2;1;0;0.0;0;3;;19;219;39;31;1;32;;94;197;0;1;0;33;5;4.0;1.0;0.0;38;11.0;0.0;49.0;0.0;97;5;0;0;0;0;887;3
53;7;2008;2008m07;20;3;Mesquita;3302858;Baixada Fluminense;4;0;0;4;0;4;1;71;4;1;36;60;9;8;77;16;0;1;0;0;0.0;0;3;;10;107;14;3;2;15;;51;85;0;2;0;26;1;0.0;1.0;0.0;9;4.0;0.0;13.0;0.0;54;2;0;0;0;0;483;3
54;7;2008;2008m07;40;3;Belford Roxo;3300456;Baixada Fluminense;19;0;0;19;5;24;11;123;3;2;34;115;9;6;130;35;0;3;2;0;0.0;0;2;;14;186;13;23;4;15;;77;132;0;4;0;36;9;2.0;8.0;0.0;26;35.0;5.0;34.0;0.0;91;52;2;0;0;0;850;3
55;7;2008;2008m07;24;3;Queimados;3304144;Baixada Fluminense;9;0;0;9;0;9;4;72;1;3;25;16;2;1;19;2;0;3;0;0;0.0;0;2;;10;36;3;0;1;11;;90;105;0;0;0;12;4;1.0;1.0;2.0;2;9.0;2.0;9.0;0.0;57;8;0;0;0;0;380;3
56;7;2008;2008m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;3;10;1;59;5;4;34;38;5;6;49;29;1;2;0;0;0.0;0;1;;11;93;9;2;1;11;;43;66;0;1;0;10;4;1.0;1.0;2.0;6;27.0;4.0;5.0;0.0;38;3;0;0;0;0;355;3
57;7;2008;2008m07;20;3;Nilópolis;3303203;Baixada Fluminense;5;0;0;5;0;5;4;51;3;1;18;98;11;7;116;25;1;1;1;0;0.0;0;1;;8;153;9;30;3;20;;60;122;0;1;0;23;3;0.0;3.0;0.0;15;7.0;1.0;14.0;0.0;57;4;0;0;0;0;544;3
58;7;2008;2008m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20;0;6;26;0;26;11;127;9;2;31;67;11;6;84;35;0;2;2;1;0.0;0;2;;14;140;19;9;8;12;;74;122;0;2;0;13;2;0.0;0.0;2.0;13;10.0;0.0;4.0;0.0;114;12;0;0;0;0;699;3
59;7;2008;2008m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;15;0;0;15;0;15;3;215;20;12;85;275;22;27;324;109;15;5;1;0;0.0;0;7;;40;501;72;106;16;46;;230;470;0;2;0;104;3;2.0;0.0;1.0;103;36.0;12.0;19.0;0.0;196;17;1;0;0;0;1950;3
60;7;2008;2008m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;13;0;0;13;1;14;9;77;3;7;38;61;3;8;72;55;3;5;3;0;0.0;0;2;;15;155;18;7;4;9;;60;98;0;0;0;15;0;0.0;0.0;0.0;9;8.0;2.0;2.0;0.0;54;11;0;0;0;0;625;3
61;7;2008;2008m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;0;15;2;1;12;6;3;1;10;7;0;0;2;0;0.0;0;0;;3;22;0;2;1;7;;17;27;0;0;0;2;0;0.0;0.0;0.0;4;5.0;0.0;1.0;0.0;11;0;0;0;0;0;107;3
62;7;2008;2008m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;10;0;0;10;2;12;0;54;0;1;25;38;4;11;53;28;2;3;1;0;0.0;0;0;;17;104;6;5;4;3;;36;54;0;2;0;7;5;1.0;4.0;0.0;13;36.0;10.0;8.0;0.0;36;5;0;0;0;0;372;3
63;7;2008;2008m07;24;3;Japeri;3302270;Baixada Fluminense;1;0;0;1;0;1;3;35;1;0;11;11;0;0;11;2;2;0;0;0;0.0;0;0;;1;16;2;3;0;4;;27;36;0;1;0;0;8;2.0;3.0;3.0;1;16.0;3.0;8.0;0.0;27;2;0;0;0;0;187;3
64;7;2008;2008m07;21;3;São João de Meriti;3305109;Baixada Fluminense;7;0;0;7;1;8;3;197;9;7;50;144;8;11;163;54;9;9;2;0;0.0;0;5;;14;256;29;16;1;9;;80;135;0;4;0;18;4;0.0;2.0;2.0;45;28.0;3.0;31.0;0.0;154;10;0;0;0;0;1128;3
65;7;2008;2008m07;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;1;0;0;1;0;1;1;50;1;4;20;7;3;2;12;9;0;1;2;0;0.0;0;1;;2;27;5;0;2;11;;75;93;0;2;0;8;8;1.0;4.0;3.0;11;17.0;2.0;6.0;0.0;57;13;0;0;0;0;355;3
66;7;2008;2008m07;34;3;Magé;3302502;Baixada Fluminense;9;0;0;9;1;10;4;49;2;3;8;10;1;3;14;8;0;0;0;0;0.0;0;1;;3;26;6;3;1;7;;43;60;0;0;0;9;3;0.0;3.0;0.0;8;20.0;4.0;11.0;0.0;36;7;0;0;1;0;270;3
48;8;2008;2008m08;24;3;Seropédica;3305554;Baixada Fluminense;2;0;0;2;0;2;0;28;2;1;14;5;1;2;8;5;0;1;0;0;0.0;0;0;;0;14;3;1;2;7;;22;35;0;0;0;2;4;1.0;3.0;0.0;7;2.0;0.0;4.0;0.0;26;4;1;0;0;0;190;3
50;8;2008;2008m08;24;3;Itaguaí;3302007;Baixada Fluminense;4;0;1;5;1;6;8;35;3;1;15;15;2;6;23;3;0;4;1;0;0.0;0;3;;4;38;14;4;1;16;;20;55;0;0;0;9;7;0.0;7.0;0.0;4;18.0;1.0;7.0;0.0;37;1;1;0;0;0;262;3
51;8;2008;2008m08;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;0;35;0;0;8;1;0;2;3;0;0;0;0;0;0.0;0;0;;0;3;6;0;0;0;;12;18;0;0;0;2;2;1.0;0.0;2.0;0;0.0;0.0;2.0;0.0;23;0;0;0;0;0;98;3
52;8;2008;2008m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;1;0;0;1;0;1;3;85;5;1;69;133;29;11;173;28;6;6;2;0;0.0;0;4;;10;229;51;38;2;25;;110;226;0;3;0;58;2;1.0;0.0;2.0;36;13.0;0.0;30.0;0.0;102;5;1;0;0;0;957;3
53;8;2008;2008m08;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;0;2;2;73;5;2;33;53;17;0;70;26;1;6;0;0;0.0;0;5;;11;119;12;1;0;12;;61;86;0;0;0;10;3;1.0;2.0;0.0;7;2.0;2.0;3.0;0.0;46;9;0;0;0;0;476;3
54;8;2008;2008m08;40;3;Belford Roxo;3300456;Baixada Fluminense;8;0;0;8;1;9;6;119;8;4;47;96;4;12;112;38;2;4;2;1;1.0;0;1;;11;172;17;27;3;16;;88;151;0;1;0;26;10;1.0;7.0;2.0;35;50.0;16.0;13.0;0.0;100;31;0;0;0;0;811;3
55;8;2008;2008m08;24;3;Queimados;3304144;Baixada Fluminense;3;0;0;3;0;3;1;76;6;0;16;15;5;2;22;4;0;0;0;0;0.0;0;1;;8;35;7;0;3;10;;58;78;0;1;0;11;2;2.0;0.0;0.0;3;6.0;0.0;8.0;0.0;67;5;0;0;0;0;370;3
56;8;2008;2008m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;0;1;13;1;14;6;40;13;2;36;47;4;1;52;37;1;2;0;0;0.0;0;1;;3;96;10;5;0;13;;60;88;0;0;0;4;9;1.0;7.0;1.0;5;24.0;2.0;8.0;0.0;34;7;0;0;0;0;397;3
57;8;2008;2008m08;20;3;Nilópolis;3303203;Baixada Fluminense;4;0;0;4;0;4;1;55;5;0;35;95;5;3;103;28;2;5;1;0;0.0;0;4;;5;148;17;26;4;23;;93;163;0;1;0;22;3;2.0;1.0;1.0;12;9.0;0.0;8.0;0.0;45;4;0;0;0;0;575;3
58;8;2008;2008m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;0;15;0;15;10;135;12;2;49;58;10;3;71;38;0;10;5;0;0.0;1;3;;7;135;11;6;3;13;;64;97;0;2;0;13;3;3.0;0.0;0.0;7;14.0;0.0;9.0;1.0;95;8;0;0;0;0;649;3
59;8;2008;2008m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;22;1;0;23;2;25;7;279;12;7;76;283;41;31;355;112;9;6;2;0;1.0;0;18;;49;552;76;75;18;43;;201;413;0;1;0;91;1;0.0;1.0;0.0;107;28.0;5.0;32.0;0.0;245;10;1;0;0;0;1987;3
60;8;2008;2008m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;19;0;0;19;0;19;8;68;2;6;47;32;4;9;45;53;1;2;2;0;0.0;1;1;;30;135;13;1;2;6;;56;78;0;1;0;12;3;1.0;2.0;0.0;5;8.0;0.0;3.0;0.0;60;1;0;0;0;0;512;3
61;8;2008;2008m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;1;30;2;0;12;10;4;0;14;9;1;0;0;0;0.0;0;0;;1;25;1;0;0;10;;14;25;0;1;0;4;2;2.0;0.0;0.0;1;3.0;0.0;0.0;0.0;13;1;0;0;0;0;132;3
62;8;2008;2008m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;0;4;6;54;1;1;28;41;2;7;50;24;2;2;0;0;0.0;0;1;;14;93;13;2;3;5;;25;48;0;0;0;2;6;1.0;4.0;1.0;8;17.0;8.0;4.0;0.0;42;5;1;0;0;0;314;3
63;8;2008;2008m08;24;3;Japeri;3302270;Baixada Fluminense;3;0;0;3;0;3;3;43;5;0;7;8;0;1;9;0;0;0;0;0;0.0;0;0;;0;9;0;2;0;3;;20;25;0;0;0;1;9;2.0;4.0;3.0;1;12.0;0.0;2.0;0.0;22;2;0;1;0;0;161;3
64;8;2008;2008m08;21;3;São João de Meriti;3305109;Baixada Fluminense;10;0;1;11;1;12;10;228;10;3;59;104;18;9;131;55;6;7;3;0;0.0;0;15;;17;234;45;17;6;3;;66;137;0;5;0;32;2;0.0;2.0;0.0;49;46.0;1.0;26.0;0.0;198;24;0;0;0;0;1147;3
65;8;2008;2008m08;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;1;0;0;1;0;1;2;53;4;3;28;6;1;2;9;3;2;1;2;0;0.0;0;0;;2;19;3;2;2;7;;127;141;0;1;0;12;2;0.0;2.0;0.0;6;12.0;1.0;5.0;0.0;54;3;0;0;0;0;391;3
66;8;2008;2008m08;34;3;Magé;3302502;Baixada Fluminense;6;0;0;6;0;6;3;81;1;1;19;18;1;2;21;6;0;1;1;0;0.0;0;3;;5;37;12;4;3;1;;67;87;0;0;0;6;6;1.0;4.0;1.0;5;13.0;1.0;6.0;0.0;33;5;0;0;0;0;314;3
48;9;2008;2008m09;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;4;0;4;0;24;1;2;17;1;1;1;3;5;4;1;0;0;0.0;0;2;;3;18;0;0;1;5;;26;32;0;0;0;5;7;3.0;2.0;2.0;3;4.0;0.0;6.0;0.0;22;4;0;1;0;0;185;3
50;9;2008;2008m09;24;3;Itaguaí;3302007;Baixada Fluminense;1;0;0;1;0;1;2;46;5;6;23;9;3;4;16;6;2;3;2;0;0.0;0;2;;1;32;13;2;2;17;;38;72;0;1;0;12;3;0.0;2.0;1.0;8;7.0;1.0;11.0;0.0;34;1;0;0;0;0;283;3
51;9;2008;2008m09;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;0;18;3;2;7;1;0;0;1;1;1;0;0;0;0.0;0;1;;2;6;0;0;0;4;;13;17;0;1;0;5;5;4.0;0.0;2.0;2;4.0;0.0;0.0;0.0;20;2;0;0;0;0;120;3
52;9;2008;2008m09;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;2;0;2;0;62;5;2;51;153;22;12;187;47;5;2;0;1;0.0;1;8;;13;264;54;43;4;25;;101;227;0;1;0;35;1;0.0;1.0;0.0;38;13.0;4.0;25.0;0.0;90;11;0;0;0;0;877;3
