ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total,ID_CAMPANHA
2453,846,25,2022-12-11 00:00:00,2,Loja Física,3550.68,3
2454,521,28,2023-06-04 00:00:00,4,Loja Física,19914.36,7
2455,763,7,2024-04-28 00:00:00,3,Loja Física,11505.84,9
2456,431,36,2023-06-06 00:00:00,4,Loja Física,13625.8,7
2457,844,10,2023-06-30 00:00:00,4,Loja Física,12542.72,14
2458,298,36,2023-05-17 00:00:00,2,Online,6812.9,7
2459,435,95,2023-12-27 00:00:00,4,Online,6971.48,18
2460,696,83,2023-07-31 00:00:00,2,Loja Física,2127.2,14
2461,691,18,2022-11-03 00:00:00,1,Loja Física,2267.24,11
2462,198,6,2023-05-02 00:00:00,1,Loja Física,3156.34,7
2463,128,92,2024-04-15 00:00:00,4,Online,9514.2,9
2464,532,7,2022-01-18 00:00:00,3,Loja Física,11505.84,12
2465,984,12,2023-01-13 00:00:00,2,Online,6321.22,3
2466,411,41,2022-12-06 00:00:00,4,Online,10207.04,11
2467,934,63,2023-11-21 00:00:00,4,Loja Física,9974.52,18
2468,840,98,2022-04-23 00:00:00,3,Loja Física,12309.51,2
2469,65,25,2023-03-03 00:00:00,2,Online,3550.68,19
2470,694,81,2023-08-21 00:00:00,4,Online,17314.72,14
2471,241,53,2022-11-12 00:00:00,3,Online,12609.3,11
2472,369,33,2024-03-26 00:00:00,2,Loja Física,6012.96,16
2473,536,87,2024-07-09 00:00:00,1,Loja Física,4986.47,4
2474,384,73,2024-01-13 00:00:00,3,Loja Física,766.62,18
2475,431,6,2024-06-12 00:00:00,4,Online,12625.36,4
2476,967,62,2023-12-06 00:00:00,1,Loja Física,2726.08,18
2477,83,66,2023-10-07 00:00:00,2,Loja Física,5811.56,5
2478,982,9,2022-01-28 00:00:00,3,Loja Física,12605.67,12
2479,831,67,2023-09-04 00:00:00,1,Online,1457.36,14
2480,697,16,2023-05-01 00:00:00,1,Loja Física,4954.33,7
2481,951,89,2022-09-29 00:00:00,4,Loja Física,17988.36,17
2482,828,88,2024-09-17 00:00:00,1,Loja Física,247.13,20
2483,611,93,2023-11-03 00:00:00,4,Loja Física,17008.8,5
2484,574,55,2024-03-12 00:00:00,2,Loja Física,387.62,16
2485,286,40,2024-09-22 00:00:00,4,Online,3680.2,20
2486,989,26,2024-03-05 00:00:00,3,Online,8056.86,16
2487,534,38,2023-08-16 00:00:00,1,Online,1928.3,14
2488,459,35,2023-08-15 00:00:00,2,Online,4656.7,14
2489,212,87,2022-08-22 00:00:00,4,Online,19945.88,17
2490,126,68,2024-01-09 00:00:00,4,Loja Física,18457.64,18
2491,413,59,2022-02-22 00:00:00,4,Online,16827.84,12
2492,499,14,2023-08-21 00:00:00,2,Online,5951.98,14
2493,425,47,2023-05-07 00:00:00,2,Loja Física,6432.22,7
2494,554,71,2022-06-24 00:00:00,3,Online,5517.39,8
2495,610,72,2023-06-21 00:00:00,2,Online,709.5,7
2496,961,42,2023-10-07 00:00:00,4,Online,13941.32,5
2497,543,51,2024-01-09 00:00:00,2,Online,4660.68,18
2498,158,19,2023-09-27 00:00:00,4,Loja Física,14265,5
2499,112,66,2024-03-04 00:00:00,3,Loja Física,8717.34,16
2500,402,47,2024-05-11 00:00:00,3,Online,9648.33,9
2501,759,65,2023-01-25 00:00:00,4,Online,3412.36,3
2502,122,42,2022-06-01 00:00:00,2,Loja Física,6970.66,8
2503,273,38,2024-04-21 00:00:00,2,Online,3856.6,9
2504,294,13,2023-11-29 00:00:00,1,Loja Física,4335.72,18
2505,398,44,2022-09-06 00:00:00,3,Loja Física,9834.99,17
2506,471,24,2022-02-02 00:00:00,3,Online,13958.34,12
2507,985,96,2023-08-10 00:00:00,4,Online,1713.52,14
2508,207,30,2024-08-28 00:00:00,1,Online,3282.59,20
2509,110,70,2023-12-19 00:00:00,2,Online,6009.84,18
2510,440,38,2022-04-23 00:00:00,4,Online,7713.2,2
2511,278,97,2022-07-15 00:00:00,2,Online,9758.36,8
2512,963,23,2022-01-20 00:00:00,2,Online,9296.18,12
2513,568,74,2023-03-28 00:00:00,2,Online,4348.68,19
2514,887,57,2022-11-18 00:00:00,1,Online,3087.52,11
2515,915,79,2023-03-05 00:00:00,3,Online,9987.96,19
2516,569,23,2022-06-05 00:00:00,3,Loja Física,13944.27,8
2517,940,36,2023-02-27 00:00:00,2,Online,6812.9,19
2518,482,57,2023-12-09 00:00:00,1,Online,3087.52,18
2519,803,1,2022-07-28 00:00:00,2,Loja Física,3265.22,17
2520,114,72,2023-02-25 00:00:00,2,Loja Física,709.5,19
2521,893,3,2023-05-29 00:00:00,4,Online,4947.56,7
2522,897,14,2024-03-04 00:00:00,1,Loja Física,2975.99,16
2523,820,81,2023-09-19 00:00:00,1,Online,4328.68,5
2524,853,34,2024-07-31 00:00:00,3,Loja Física,1084.23,4
2525,477,70,2023-04-28 00:00:00,3,Loja Física,9014.76,7
2526,710,69,2024-06-12 00:00:00,2,Loja Física,5915.26,4
2527,933,51,2024-05-18 00:00:00,4,Online,9321.36,9
2528,321,29,2024-01-24 00:00:00,4,Loja Física,19629.92,16
2529,179,99,2024-01-15 00:00:00,4,Loja Física,17109.92,18
2530,897,82,2022-03-05 00:00:00,2,Loja Física,8883.72,12
2531,219,48,2023-12-24 00:00:00,3,Loja Física,9109.74,18
2532,789,94,2022-05-22 00:00:00,1,Loja Física,405.73,8
2533,949,79,2023-06-16 00:00:00,2,Loja Física,6658.64,7
2534,528,79,2022-08-01 00:00:00,4,Online,13317.28,17
2535,492,16,2023-07-29 00:00:00,4,Online,19817.32,14
2536,891,57,2022-11-29 00:00:00,2,Online,6175.04,11
2537,61,97,2023-11-10 00:00:00,4,Loja Física,19516.72,5
2538,54,10,2023-05-05 00:00:00,1,Loja Física,3135.68,7
2539,680,19,2023-06-23 00:00:00,2,Loja Física,71325,7
2540,538,67,2023-01-21 00:00:00,1,Online,1457.36,3
2541,848,36,2022-11-18 00:00:00,3,Loja Física,10219.35,11
2542,988,4,2024-09-06 00:00:00,4,Loja Física,681.88,20
2543,65,75,2022-06-27 00:00:00,4,Loja Física,2057.48,8
2544,612,33,2023-04-16 00:00:00,3,Loja Física,9019.44,19
2545,586,28,2024-07-23 00:00:00,3,Loja Física,14935.77,4
2546,704,96,2023-06-30 00:00:00,3,Loja Física,1285.14,14
2547,171,80,2022-12-17 00:00:00,4,Online,4540.16,3
2548,273,9,2023-07-14 00:00:00,3,Online,12605.67,14
2549,889,75,2022-12-29 00:00:00,2,Online,10287.4,3
2550,699,6,2023-11-24 00:00:00,3,Loja Física,9469.02,18
2551,535,49,2024-03-01 00:00:00,2,Online,1957.68,16
2552,391,91,2024-06-07 00:00:00,2,Loja Física,9739.14,4
2553,940,76,2024-01-09 00:00:00,1,Loja Física,3073.55,18
2554,693,22,2023-11-29 00:00:00,2,Online,6049.14,18
2555,327,48,2023-10-21 00:00:00,2,Loja Física,6073.16,5
2556,108,21,2024-04-02 00:00:00,3,Online,3664.47,9
2557,847,33,2023-12-11 00:00:00,4,Online,12025.92,18
2558,162,81,2022-09-28 00:00:00,3,Online,12986.04,17
2559,814,56,2023-09-17 00:00:00,1,Loja Física,3917.6,5
2560,452,29,2023-05-11 00:00:00,1,Loja Física,4907.48,7
2561,206,53,2022-07-16 00:00:00,4,Loja Física,16812.4,8
2562,590,40,2024-09-07 00:00:00,2,Online,1840.1,20
2563,16,74,2022-09-10 00:00:00,1,Online,21743.4,17
2564,327,18,2022-10-13 00:00:00,4,Online,9068.96,11
2565,608,47,2023-07-26 00:00:00,3,Loja Física,9648.33,14
2566,659,13,2022-11-02 00:00:00,3,Loja Física,13007.16,11
2567,2,27,2022-08-19 00:00:00,3,Loja Física,3411.06,17
2568,10,62,2024-08-22 00:00:00,2,Loja Física,5452.16,20
2569,434,74,2024-09-23 00:00:00,2,Online,4348.68,20
2570,125,96,2022-11-01 00:00:00,4,Loja Física,1713.52,11
2571,81,45,2024-02-29 00:00:00,1,Loja Física,1448.91,16
2572,485,3,2022-10-23 00:00:00,3,Online,3710.67,11
2573,652,22,2023-12-23 00:00:00,2,Loja Física,6049.14,18
2574,838,27,2022-08-01 00:00:00,2,Loja Física,2274.04,17
2575,150,55,2023-12-08 00:00:00,1,Online,193.81,18
2576,800,67,2023-12-23 00:00:00,3,Loja Física,4372.08,18
2577,873,33,2023-05-16 00:00:00,3,Online,9019.44,7
2578,340,2,2022-11-21 00:00:00,1,Loja Física,3306.28,11
2579,129,75,2023-05-07 00:00:00,4,Online,2057.48,7
2580,438,46,2022-12-24 00:00:00,4,Loja Física,3461.64,3
2581,751,74,2023-07-28 00:00:00,1,Online,2174.34,14
2582,501,33,2024-08-14 00:00:00,1,Loja Física,3006.48,20
2583,58,58,2024-08-14 00:00:00,4,Loja Física,14112.92,20
2584,198,7,2024-03-25 00:00:00,1,Online,3835.28,16
2585,211,15,2024-01-09 00:00:00,3,Online,8839.98,18
2586,914,26,2022-10-08 00:00:00,4,Online,10742.48,11
2587,902,11,2022-10-22 00:00:00,4,Loja Física,11442.56,11
2588,45,38,2022-05-05 00:00:00,4,Online,7713.2,2
2589,97,27,2023-08-11 00:00:00,3,Loja Física,3411.06,14
2590,279,7,2023-11-24 00:00:00,1,Online,3835.28,18
2591,535,1,2023-07-11 00:00:00,2,Loja Física,3265.22,14
2592,410,74,2023-01-24 00:00:00,2,Loja Física,4348.68,3
2593,461,21,2024-07-06 00:00:00,3,Online,3664.47,4
2594,391,79,2023-02-09 00:00:00,3,Loja Física,9987.96,3
2595,847,30,2024-04-18 00:00:00,1,Online,3282.59,9
2596,44,94,2022-12-20 00:00:00,2,Online,811.46,3
2597,27,8,2024-09-04 00:00:00,4,Online,1163.2,20
2598,794,88,2024-03-02 00:00:00,3,Loja Física,741.39,16
2599,97,83,2024-04-03 00:00:00,2,Loja Física,2127.2,9
2600,975,3,2022-05-30 00:00:00,4,Loja Física,4947.56,8
2601,548,55,2022-10-25 00:00:00,4,Loja Física,775.24,11
2602,621,15,2022-02-13 00:00:00,1,Online,2946.66,12
2603,567,36,2022-10-22 00:00:00,3,Loja Física,10219.35,11
2604,704,6,2024-09-05 00:00:00,4,Online,12625.36,20
2605,219,42,2024-01-02 00:00:00,3,Loja Física,10455.99,18
2606,185,50,2022-03-22 00:00:00,2,Loja Física,7110.36,2
2607,69,18,2022-12-21 00:00:00,2,Loja Física,4534.48,3
2608,829,83,2024-08-04 00:00:00,3,Loja Física,3190.8,4
2609,130,50,2023-03-29 00:00:00,4,Online,14220.72,19
2610,567,30,2023-11-03 00:00:00,4,Loja Física,13130.36,5
2611,890,77,2022-09-20 00:00:00,2,Online,8833.54,17
2612,609,39,2024-02-05 00:00:00,4,Online,18857.16,16
2613,848,12,2023-05-06 00:00:00,4,Loja Física,12642.44,7
2614,599,98,2022-08-08 00:00:00,2,Loja Física,8206.34,17
2615,806,59,2022-07-26 00:00:00,1,Online,4206.96,17
2616,631,76,2024-04-27 00:00:00,2,Loja Física,6147.1,9
2617,720,44,2023-07-06 00:00:00,3,Loja Física,9834.99,14
2618,334,88,2022-10-05 00:00:00,1,Online,247.13,11
2619,925,4,2024-08-13 00:00:00,3,Loja Física,511.41,20
2620,154,36,2023-07-30 00:00:00,1,Loja Física,3406.45,14
2621,547,48,2023-12-14 00:00:00,1,Loja Física,3036.58,18
2622,79,14,2022-10-06 00:00:00,2,Online,5951.98,11
2623,579,81,2022-05-21 00:00:00,2,Online,8657.36,8
2624,855,49,2022-04-22 00:00:00,3,Online,2936.52,2
2625,413,67,2023-09-23 00:00:00,2,Loja Física,2914.72,5
2626,546,87,2024-01-29 00:00:00,1,Loja Física,4986.47,16
2627,609,77,2023-08-24 00:00:00,2,Online,8833.54,14
2628,169,9,2022-09-03 00:00:00,3,Loja Física,12605.67,17
2629,681,21,2022-09-06 00:00:00,1,Online,1221.49,17
2630,663,72,2022-02-21 00:00:00,3,Online,1064.25,12
2631,583,81,2023-11-17 00:00:00,4,Loja Física,17314.72,18
2632,515,16,2024-07-15 00:00:00,2,Online,9908.66,4
2633,314,16,2023-06-28 00:00:00,1,Loja Física,4954.33,7
2634,32,28,2022-08-20 00:00:00,3,Loja Física,14935.77,17
2635,287,51,2023-10-16 00:00:00,2,Loja Física,4660.68,5
2636,594,56,2022-08-27 00:00:00,2,Online,7835.2,17
2637,43,80,2022-02-23 00:00:00,3,Loja Física,3405.12,12
2638,903,57,2022-04-13 00:00:00,1,Loja Física,3087.52,2
2639,617,52,2023-02-28 00:00:00,3,Loja Física,10116.09,19
2640,1,46,2022-12-05 00:00:00,2,Loja Física,1730.82,11
2641,573,78,2024-01-05 00:00:00,3,Online,13278.84,18
2642,270,38,2023-04-29 00:00:00,4,Online,7713.2,7
2643,180,84,2022-04-13 00:00:00,2,Loja Física,7426.78,2
2644,736,48,2023-11-29 00:00:00,1,Loja Física,3036.58,18
2645,518,41,2024-02-29 00:00:00,4,Online,10207.04,16
2646,103,98,2022-05-21 00:00:00,3,Loja Física,12309.51,8
2647,10,59,2022-01-06 00:00:00,1,Loja Física,4206.96,12
2648,583,93,2024-09-14 00:00:00,4,Online,17008.8,20
2649,90,67,2023-07-18 00:00:00,3,Online,4372.08,14
2650,226,74,2024-08-09 00:00:00,4,Loja Física,8697.36,4
2651,670,84,2022-06-11 00:00:00,2,Online,7426.78,8
2652,740,66,2023-02-21 00:00:00,1,Online,2905.78,19
2653,917,27,2023-10-31 00:00:00,4,Loja Física,4548.08,5
2654,126,32,2024-08-15 00:00:00,2,Loja Física,7207.98,20
2655,956,56,2024-06-20 00:00:00,3,Online,11752.8,4
2656,209,10,2024-06-18 00:00:00,2,Loja Física,6271.36,4
2657,97,40,2023-05-03 00:00:00,3,Loja Física,2760.15,7
2658,74,17,2023-05-04 00:00:00,1,Online,3807.98,7
2659,627,58,2023-10-29 00:00:00,2,Loja Física,7056.46,5
2660,191,97,2022-07-24 00:00:00,2,Online,9758.36,17
2661,682,6,2024-02-14 00:00:00,3,Online,9469.02,16
2662,819,39,2024-09-14 00:00:00,4,Loja Física,18857.16,20
2663,960,18,2022-10-22 00:00:00,3,Online,6801.72,11
2664,716,73,2022-11-25 00:00:00,4,Loja Física,1022.16,11
2665,56,72,2022-10-20 00:00:00,3,Loja Física,1064.25,11
2666,720,89,2023-10-24 00:00:00,1,Loja Física,4497.09,5
2667,553,95,2022-03-02 00:00:00,4,Loja Física,6971.48,12
2668,32,42,2024-07-18 00:00:00,2,Online,6970.66,4
2669,527,4,2024-02-27 00:00:00,4,Loja Física,681.88,16
2670,574,20,2022-04-02 00:00:00,3,Online,6021.69,2
2671,667,28,2023-10-30 00:00:00,3,Loja Física,14935.77,5
2672,284,40,2023-08-11 00:00:00,4,Loja Física,3680.2,14
2673,721,65,2022-08-26 00:00:00,2,Online,1706.18,17
2674,832,44,2023-07-02 00:00:00,1,Online,3278.33,14
2675,494,23,2024-01-27 00:00:00,2,Loja Física,9296.18,16
2676,187,57,2024-01-11 00:00:00,4,Online,12350.08,18
2677,498,47,2024-05-20 00:00:00,3,Online,9648.33,9
2678,442,13,2024-08-17 00:00:00,2,Online,8671.44,20
2679,130,16,2022-02-08 00:00:00,3,Loja Física,14862.99,12
2680,639,90,2024-07-24 00:00:00,3,Loja Física,9452.67,4
2681,292,55,2024-08-01 00:00:00,2,Loja Física,387.62,4
2682,114,95,2022-06-29 00:00:00,4,Online,6971.48,8
2683,199,65,2023-03-04 00:00:00,2,Loja Física,1706.18,19
2684,13,81,2024-06-22 00:00:00,1,Loja Física,4328.68,4
2685,271,16,2024-05-07 00:00:00,3,Online,14862.99,9
2686,601,37,2022-06-30 00:00:00,3,Loja Física,10259.7,8
2687,215,52,2024-08-14 00:00:00,4,Loja Física,13488.12,20
2688,444,10,2024-07-30 00:00:00,3,Loja Física,9407.04,4
2689,790,38,2022-02-07 00:00:00,3,Online,5784.9,12
2690,512,44,2024-05-06 00:00:00,3,Online,9834.99,9
2691,447,95,2023-02-11 00:00:00,2,Loja Física,3485.74,3
2692,986,74,2024-03-17 00:00:00,3,Loja Física,6523.02,16
2693,993,54,2023-05-23 00:00:00,2,Online,1863.34,7
2694,715,98,2022-07-10 00:00:00,4,Online,16412.68,8
2695,74,51,2024-08-17 00:00:00,1,Online,2330.34,20
2696,537,52,2024-02-06 00:00:00,3,Loja Física,10116.09,16
2697,101,70,2024-09-12 00:00:00,1,Loja Física,3004.92,20
2698,176,92,2024-06-12 00:00:00,2,Online,4757.1,4
2699,427,92,2024-08-06 00:00:00,4,Online,9514.2,4
2700,117,59,2022-10-24 00:00:00,4,Loja Física,16827.84,11
2701,166,13,2024-06-16 00:00:00,2,Online,8671.44,4
2702,41,41,2022-02-08 00:00:00,1,Loja Física,2551.76,12
2703,429,12,2022-01-10 00:00:00,3,Online,9481.83,12
2704,344,50,2022-11-02 00:00:00,2,Loja Física,7110.36,11
2705,424,57,2023-08-05 00:00:00,2,Online,6175.04,14
2706,366,50,2023-09-10 00:00:00,2,Loja Física,7110.36,5
2707,120,57,2022-04-20 00:00:00,2,Online,6175.04,2
2708,609,54,2024-08-08 00:00:00,2,Loja Física,1863.34,4
2709,657,66,2022-12-10 00:00:00,4,Loja Física,11623.12,3
2710,728,8,2022-10-19 00:00:00,2,Loja Física,581.6,11
2711,229,63,2023-04-11 00:00:00,4,Online,9974.52,19
2712,825,9,2023-10-19 00:00:00,1,Loja Física,4201.89,5
2713,130,60,2023-07-11 00:00:00,3,Loja Física,12101.31,14
2714,352,63,2023-06-21 00:00:00,4,Loja Física,9974.52,7
2715,889,72,2023-05-21 00:00:00,3,Online,1064.25,7
2716,318,3,2024-06-29 00:00:00,3,Online,3710.67,4
2717,984,73,2024-08-19 00:00:00,3,Online,766.62,20
2718,649,13,2022-05-18 00:00:00,4,Loja Física,17342.88,8
2719,836,9,2024-05-21 00:00:00,4,Online,16807.56,9
2720,337,95,2023-06-01 00:00:00,4,Loja Física,6971.48,7
2721,273,89,2023-04-25 00:00:00,1,Online,4497.09,7
2722,117,52,2022-10-07 00:00:00,4,Online,13488.12,11
2723,818,62,2022-07-17 00:00:00,1,Online,2726.08,8
2724,368,8,2024-04-08 00:00:00,4,Loja Física,1163.2,9
2725,94,95,2022-04-26 00:00:00,4,Loja Física,6971.48,2
2726,168,45,2022-12-05 00:00:00,3,Online,4346.73,11
2727,954,53,2022-06-16 00:00:00,2,Online,8406.2,8
2728,715,63,2024-01-19 00:00:00,3,Loja Física,7480.89,16
2729,341,95,2023-04-15 00:00:00,4,Loja Física,6971.48,19
2730,661,81,2023-10-26 00:00:00,2,Loja Física,8657.36,5
2731,914,57,2022-09-21 00:00:00,2,Loja Física,6175.04,17
2732,695,54,2024-01-06 00:00:00,1,Online,931.67,18
2733,925,19,2022-07-10 00:00:00,2,Online,7132.5,8
2734,152,67,2022-01-15 00:00:00,1,Online,1457.36,12
2735,586,46,2024-01-25 00:00:00,3,Loja Física,2596.23,16
2736,877,94,2022-12-12 00:00:00,1,Loja Física,405.73,3
2737,913,10,2024-03-20 00:00:00,4,Online,12542.72,16
2738,274,93,2022-10-30 00:00:00,2,Online,8504.4,11
2739,554,18,2023-08-05 00:00:00,4,Online,9068.96,14
2740,496,12,2023-11-22 00:00:00,2,Online,6321.22,18
2741,724,49,2024-02-15 00:00:00,2,Online,1957.68,16
2742,101,23,2022-07-17 00:00:00,3,Loja Física,13944.27,8
2743,557,62,2022-06-29 00:00:00,1,Online,2726.08,8
2744,82,11,2023-09-18 00:00:00,3,Loja Física,8581.92,5
2745,529,73,2024-05-26 00:00:00,1,Loja Física,255.54,9
2746,73,56,2023-10-17 00:00:00,3,Loja Física,11752.8,5
2747,14,88,2024-07-07 00:00:00,3,Online,741.39,4
2748,433,89,2023-02-20 00:00:00,2,Loja Física,8994.18,19
2749,157,55,2024-04-26 00:00:00,3,Online,581.43,9
2750,735,25,2023-03-14 00:00:00,3,Online,5326.02,19
2751,132,9,2023-06-12 00:00:00,1,Loja Física,4201.89,7
2752,338,12,2022-12-02 00:00:00,3,Online,9481.83,11
2753,404,11,2022-03-30 00:00:00,2,Loja Física,5721.28,2
2754,376,38,2023-02-15 00:00:00,3,Online,5784.9,19
2755,888,28,2023-11-17 00:00:00,4,Online,19914.36,18
2756,559,8,2022-04-08 00:00:00,4,Loja Física,1163.2,2
2757,107,74,2022-07-09 00:00:00,1,Loja Física,2174.34,8
2758,620,89,2022-05-24 00:00:00,1,Online,4497.09,8
2759,265,47,2023-05-04 00:00:00,4,Loja Física,12864.44,7
2760,205,36,2022-11-28 00:00:00,3,Loja Física,10219.35,11
2761,79,50,2024-08-16 00:00:00,3,Online,10665.54,20
2762,155,9,2022-09-12 00:00:00,1,Loja Física,4201.89,17
2763,783,60,2022-01-07 00:00:00,2,Loja Física,8067.54,12
2764,988,72,2022-09-25 00:00:00,3,Online,1064.25,17
2765,997,67,2023-01-28 00:00:00,4,Loja Física,5829.44,3
2766,247,53,2022-08-30 00:00:00,2,Online,8406.2,17
2767,531,82,2023-04-03 00:00:00,2,Loja Física,8883.72,19
2768,858,99,2024-02-11 00:00:00,3,Online,12832.44,16
2769,948,17,2022-10-01 00:00:00,2,Loja Física,7615.96,11
2770,538,53,2024-09-03 00:00:00,1,Online,4203.1,20
2771,729,28,2022-12-04 00:00:00,2,Online,9957.18,11
2772,154,63,2022-11-06 00:00:00,1,Online,2493.63,11
2773,154,15,2023-08-20 00:00:00,3,Loja Física,8839.98,14
2774,686,19,2024-01-11 00:00:00,2,Online,7132.5,18
2775,92,86,2023-08-10 00:00:00,4,Online,16131.76,14
2776,433,70,2022-01-12 00:00:00,4,Loja Física,12019.68,12
2777,338,47,2022-09-25 00:00:00,1,Online,3216.11,17
2778,480,71,2023-11-01 00:00:00,1,Online,1839.13,5
2779,693,48,2023-01-04 00:00:00,3,Online,9109.74,3
2780,131,73,2023-12-11 00:00:00,2,Online,511.08,18
2781,450,20,2022-08-30 00:00:00,1,Loja Física,2007.23,17
2782,993,37,2022-03-05 00:00:00,1,Loja Física,3419.9,12
2783,810,75,2023-11-15 00:00:00,3,Loja Física,1543.11,18
2784,787,2,2022-05-02 00:00:00,2,Online,6612.56,2
2785,273,64,2023-04-22 00:00:00,2,Loja Física,4138.5,7
2786,929,86,2022-11-11 00:00:00,1,Online,4032.94,11
2787,588,36,2022-06-13 00:00:00,2,Online,6812.9,8
2788,177,5,2023-02-20 00:00:00,2,Loja Física,7690.66,19
2789,696,64,2023-12-04 00:00:00,2,Online,4138.5,18
2790,831,7,2023-05-30 00:00:00,4,Online,15341.12,7
2791,643,70,2024-08-03 00:00:00,2,Loja Física,6009.84,4
2792,875,22,2024-07-05 00:00:00,4,Loja Física,12098.28,4
2793,49,74,2024-06-28 00:00:00,2,Online,4348.68,4
2794,567,46,2023-12-22 00:00:00,2,Online,1730.82,18
2795,666,40,2024-02-28 00:00:00,2,Online,1840.1,16
2796,355,61,2022-11-15 00:00:00,1,Online,4808.51,11
2797,712,46,2023-12-08 00:00:00,1,Loja Física,865.41,18
2798,308,84,2022-05-01 00:00:00,4,Loja Física,14853.56,2
2799,868,28,2023-10-17 00:00:00,2,Online,9957.18,5
2800,885,87,2024-07-27 00:00:00,4,Loja Física,19945.88,4
2801,630,35,2024-08-21 00:00:00,2,Online,4656.7,20
2802,775,1,2022-10-30 00:00:00,3,Loja Física,4897.83,11
2803,46,29,2023-01-12 00:00:00,4,Loja Física,19629.92,3
2804,302,9,2023-09-22 00:00:00,1,Online,4201.89,5
2805,868,9,2022-08-15 00:00:00,3,Loja Física,12605.67,17
2806,912,22,2022-08-13 00:00:00,1,Online,3024.57,17
2807,408,63,2024-09-07 00:00:00,3,Loja Física,7480.89,20
2808,189,66,2022-05-17 00:00:00,3,Loja Física,8717.34,8
2809,822,80,2023-05-05 00:00:00,3,Online,3405.12,7
2810,830,58,2022-06-06 00:00:00,4,Loja Física,14112.92,8
2811,129,70,2023-04-11 00:00:00,4,Loja Física,12019.68,19
2812,561,55,2024-02-05 00:00:00,1,Online,193.81,16
2813,537,13,2023-09-13 00:00:00,4,Loja Física,17342.88,5
2814,266,97,2023-01-18 00:00:00,1,Loja Física,4879.18,3
2815,118,19,2023-03-02 00:00:00,2,Online,7132.5,19
2816,464,79,2023-12-20 00:00:00,1,Online,3329.32,18
2817,144,33,2023-07-17 00:00:00,1,Loja Física,3006.48,14
2818,442,74,2024-07-23 00:00:00,4,Loja Física,8697.36,4
2819,200,65,2023-04-28 00:00:00,1,Online,853.09,7
2820,157,60,2024-02-15 00:00:00,4,Online,16135.08,16
2821,487,12,2023-07-05 00:00:00,1,Loja Física,3160.61,14
2822,860,43,2024-04-01 00:00:00,2,Loja Física,7031.94,9
2823,134,93,2023-11-12 00:00:00,4,Online,17008.8,18
2824,912,17,2024-04-25 00:00:00,4,Loja Física,15231.92,9
2825,148,68,2022-08-12 00:00:00,2,Loja Física,9228.82,17
2826,336,29,2024-02-20 00:00:00,4,Online,19629.92,16
2827,71,55,2022-09-11 00:00:00,1,Loja Física,193.81,17
2828,233,7,2023-11-28 00:00:00,3,Loja Física,11505.84,18
2829,334,44,2024-02-12 00:00:00,4,Online,13113.32,16
2830,811,77,2023-09-03 00:00:00,3,Loja Física,13250.31,14
2831,666,5,2024-06-13 00:00:00,1,Loja Física,3845.33,4
2832,90,60,2024-03-17 00:00:00,2,Online,8067.54,16
2833,334,6,2022-03-25 00:00:00,4,Online,12625.36,2
2834,199,98,2023-06-23 00:00:00,3,Online,12309.51,7
2835,161,7,2023-04-03 00:00:00,2,Loja Física,7670.56,19
2836,538,46,2023-06-25 00:00:00,2,Loja Física,1730.82,7
2837,121,57,2023-12-22 00:00:00,4,Loja Física,12350.08,18
2838,301,54,2023-01-06 00:00:00,3,Loja Física,2795.01,3
2839,724,92,2022-03-21 00:00:00,4,Online,9514.2,2
2840,575,46,2024-07-28 00:00:00,1,Online,865.41,4
2841,963,10,2023-08-01 00:00:00,2,Online,6271.36,14
2842,436,4,2022-04-25 00:00:00,3,Loja Física,511.41,2
2843,68,67,2022-03-05 00:00:00,4,Online,5829.44,12
2844,765,25,2024-04-28 00:00:00,2,Loja Física,3550.68,9
2845,922,87,2023-07-15 00:00:00,4,Loja Física,19945.88,14
2846,459,91,2024-07-13 00:00:00,3,Loja Física,14608.71,4
2847,514,78,2023-06-02 00:00:00,1,Online,4426.28,7
2848,398,61,2022-07-27 00:00:00,1,Loja Física,4808.51,17
2849,620,38,2023-08-10 00:00:00,1,Loja Física,1928.3,14
2850,286,32,2023-07-04 00:00:00,4,Online,14415.96,14
2851,561,23,2022-06-03 00:00:00,2,Online,9296.18,8
2852,140,37,2022-06-18 00:00:00,1,Loja Física,3419.9,8
2853,730,3,2022-12-02 00:00:00,1,Loja Física,1236.89,11
2854,556,99,2024-05-24 00:00:00,1,Loja Física,4277.48,9
2855,929,13,2023-06-17 00:00:00,1,Online,4335.72,7
2856,781,34,2023-03-29 00:00:00,3,Online,1084.23,19
2857,590,88,2022-04-30 00:00:00,3,Online,741.39,2
2858,728,65,2023-11-28 00:00:00,2,Online,1706.18,18
2859,894,76,2022-07-30 00:00:00,3,Online,9220.65,17
2860,610,8,2024-01-05 00:00:00,3,Loja Física,872.4,18
2861,748,83,2023-08-21 00:00:00,3,Loja Física,3190.8,14
2862,282,9,2023-05-16 00:00:00,4,Loja Física,16807.56,7
2863,661,28,2022-04-04 00:00:00,3,Loja Física,14935.77,2
2864,924,78,2024-07-09 00:00:00,4,Online,17705.12,4
2865,816,91,2023-06-07 00:00:00,4,Online,19478.28,7
2866,996,18,2023-04-02 00:00:00,3,Loja Física,6801.72,19
2867,936,42,2024-04-08 00:00:00,4,Loja Física,13941.32,9
2868,578,41,2022-02-26 00:00:00,1,Online,2551.76,12
