ID_Venda;ID_Cliente;ID_Produto;Data;Quantidade;Canal;Valor_Total;faixa_etaria
6277;574;19;2024-01-27;2;Online;7132.5;Adulto
6278;328;6;2023-09-10;4;Online;12625.36;Idoso
6279;957;4;2022-07-21;2;Loja Física;340.94;Adulto
6280;381;30;2024-03-05;4;Online;13130.36;Adulto
6281;673;95;2024-01-13;1;Online;1742.87;Adulto
6282;578;46;2024-09-14;3;Loja Física;2596.23;Idoso
6283;798;27;2022-07-18;2;Online;2274.04;Idoso
6284;239;45;2022-10-29;1;Loja Física;1448.91;Idoso
6285;532;85;2023-04-05;1;Online;1503.95;Adulto
6286;700;37;2022-07-01;3;Online;10259.7;Idoso
6287;82;9;2023-12-01;2;Loja Física;8403.78;Adulto
6288;363;61;2022-03-18;1;Loja Física;4808.51;Adulto
6289;505;35;2022-07-11;4;Loja Física;9313.4;Adulto
6290;202;47;2024-09-12;3;Online;9648.33;Adulto
6291;920;21;2022-06-27;4;Online;4885.96;Idoso
6292;504;17;2024-01-23;2;Online;7615.96;Adulto
6293;644;55;2023-06-11;4;Loja Física;775.24;Adulto
6294;37;88;2022-05-03;3;Online;741.39;Idoso
6295;644;95;2023-01-22;1;Loja Física;1742.87;Adulto
6296;589;6;2022-02-11;3;Loja Física;9469.02;Adulto
6297;601;35;2023-03-15;1;Loja Física;2328.35;Adulto
6298;973;50;2022-10-13;1;Online;3555.18;Adulto
6299;402;37;2023-07-24;4;Loja Física;13679.6;Adulto
6300;765;13;2022-09-28;3;Online;13007.16;Adulto
6301;856;25;2022-05-14;3;Loja Física;5326.02;Adulto
6302;706;96;2022-06-14;1;Loja Física;428.38;Adulto
6303;176;1;2023-08-22;3;Online;4897.83;Idoso
6304;545;49;2024-05-16;2;Loja Física;1957.68;Adulto
6305;570;35;2022-09-19;2;Online;4656.7;Adulto
6306;467;83;2022-01-06;4;Loja Física;4254.4;Adulto
6307;201;53;2022-12-05;4;Online;16812.4;Adulto
6308;540;52;2023-04-23;3;Loja Física;10116.09;Adulto
6309;547;54;2023-12-28;4;Loja Física;3726.68;Adulto
6310;999;76;2024-08-17;3;Loja Física;9220.65;Adulto
6311;637;47;2022-06-08;4;Online;12864.44;Idoso
6312;394;43;2022-02-10;2;Loja Física;7031.94;Adulto
6313;833;20;2022-06-07;1;Loja Física;20072.3;Adulto
6314;42;33;2024-08-08;1;Online;3006.48;Adulto
6315;597;93;2022-11-27;2;Online;8504.4;Idoso
6316;393;16;2023-09-04;1;Online;4954.33;Adulto
6317;700;78;2022-02-22;3;Online;13278.84;Idoso
6318;623;7;2024-03-03;3;Loja Física;11505.84;Adulto
6319;783;70;2024-08-12;2;Loja Física;6009.84;Adulto
6320;995;21;2023-10-03;2;Loja Física;2442.98;Idoso
6321;441;36;2023-09-23;2;Loja Física;6812.9;Adulto
6322;837;86;2024-05-13;2;Loja Física;8065.88;Adulto
6323;617;54;2023-11-09;1;Online;931.67;Adulto
6324;506;19;2022-11-05;1;Loja Física;3566.25;Adulto
6325;918;25;2023-05-18;1;Online;1775.34;Idoso
6326;320;67;2024-03-19;3;Loja Física;4372.08;Adulto
6327;553;53;2023-08-10;4;Loja Física;16812.4;Adulto
6328;215;98;2023-07-18;3;Online;12309.51;Adulto
6329;71;75;2023-01-02;4;Online;2057.48;Adulto
6330;568;48;2022-03-16;2;Loja Física;6073.16;Jovem
6331;919;42;2024-03-13;2;Loja Física;6970.66;Adulto
6332;236;47;2023-12-26;1;Loja Física;3216.11;Jovem
6333;281;91;2022-11-22;1;Online;4869.57;Adulto
6334;987;42;2023-06-23;4;Loja Física;13941.32;Idoso
6335;617;2;2022-08-14;4;Online;13225.12;Adulto
6336;902;6;2024-09-06;1;Online;3156.34;Adulto
6337;887;46;2022-07-08;2;Online;1730.82;Adulto
6338;162;66;2023-06-18;1;Online;2905.78;Adulto
6339;191;81;2022-03-11;2;Online;8657.36;Adulto
6340;9;40;2024-03-16;2;Online;1840.1;Adulto
6341;60;58;2023-06-02;3;Online;10584.69;Idoso
6342;893;78;2022-06-13;3;Loja Física;13278.84;Idoso
6343;817;74;2023-03-02;4;Online;8697.36;Adulto
6344;225;33;2023-07-11;2;Online;6012.96;Adulto
6345;819;62;2023-07-04;1;Loja Física;2726.08;Adulto
6346;700;12;2023-02-18;2;Loja Física;6321.22;Idoso
6347;582;96;2022-04-05;4;Online;1713.52;Adulto
6348;805;49;2022-12-24;2;Loja Física;1957.68;Adulto
6349;287;88;2022-08-15;2;Loja Física;494.26;Adulto
6350;994;78;2024-06-23;4;Online;17705.12;Adulto
6351;169;5;2022-08-07;2;Loja Física;7690.66;Adulto
6352;62;51;2023-11-11;3;Online;6991.02;Idoso
6353;349;69;2022-12-06;4;Loja Física;11830.52;Idoso
6354;442;32;2022-12-06;3;Online;10811.97;Adulto
6355;14;49;2023-01-05;4;Loja Física;3915.36;Adulto
6356;164;97;2022-10-28;2;Online;9758.36;Adulto
6357;420;60;2022-08-12;3;Online;12101.31;Idoso
6358;757;46;2024-08-31;3;Online;2596.23;Jovem
6359;847;68;2024-02-10;1;Online;4614.41;Idoso
6360;520;94;2023-09-26;3;Loja Física;1217.19;Idoso
6361;666;41;2023-06-28;3;Online;7655.28;Adulto
6362;548;81;2023-05-02;2;Loja Física;8657.36;Adulto
6363;560;67;2023-07-29;3;Loja Física;4372.08;Adulto
6364;597;13;2024-04-23;3;Online;13007.16;Idoso
6365;28;18;2024-02-10;3;Online;6801.72;Adulto
6366;708;87;2023-10-27;2;Loja Física;9972.94;Adulto
6367;446;99;2022-01-10;4;Loja Física;17109.92;Adulto
6368;208;97;2022-04-28;2;Online;9758.36;Adulto
6369;470;51;2023-11-16;3;Online;6991.02;Idoso
6370;716;36;2022-12-21;4;Online;13625.8;Adulto
6371;976;81;2023-04-02;2;Online;8657.36;Idoso
6372;819;34;2022-09-04;2;Loja Física;722.82;Adulto
6373;104;12;2024-07-15;4;Online;12642.44;Adulto
6374;742;5;2023-10-20;1;Online;3845.33;Adulto
6375;426;48;2023-09-21;3;Loja Física;9109.74;Idoso
6376;101;91;2024-07-29;1;Online;4869.57;Idoso
6377;541;40;2023-09-29;3;Loja Física;2760.15;Adulto
6378;639;13;2022-09-07;3;Online;13007.16;Adulto
6379;850;26;2024-09-08;1;Online;2685.62;Adulto
6380;522;14;2022-02-10;1;Online;2975.99;Adulto
6381;106;96;2023-11-30;3;Loja Física;1285.14;Adulto
6382;679;11;2024-06-25;4;Online;11442.56;Adulto
6383;978;38;2022-11-25;4;Loja Física;7713.2;Idoso
6384;769;80;2023-01-26;1;Online;1135.04;Adulto
6385;807;57;2024-07-26;1;Online;3087.52;Jovem
6386;277;22;2024-03-26;2;Online;6049.14;Adulto
6387;65;16;2024-08-25;4;Loja Física;19817.32;Adulto
6388;783;77;2022-04-27;4;Online;17667.08;Adulto
6389;900;76;2023-01-31;3;Online;9220.65;Idoso
6390;188;82;2022-09-20;2;Online;8883.72;Adulto
6391;317;29;2023-07-08;3;Loja Física;14722.44;Adulto
6392;916;82;2024-01-12;2;Loja Física;8883.72;Adulto
6393;138;2;2022-10-17;4;Online;13225.12;Adulto
6394;343;54;2022-01-26;3;Loja Física;2795.01;Adulto
6395;105;2;2024-07-22;2;Loja Física;6612.56;Adulto
6396;546;3;2023-06-14;3;Online;3710.67;Idoso
6397;380;93;2024-04-21;2;Loja Física;8504.4;Adulto
6398;110;56;2024-02-28;1;Loja Física;3917.6;Adulto
6399;944;72;2023-01-19;3;Loja Física;1064.25;Adulto
6400;545;11;2023-06-11;1;Loja Física;2860.64;Adulto
6401;354;76;2024-04-02;2;Online;6147.1;Adulto
6402;743;32;2023-06-05;3;Loja Física;10811.97;Adulto
6403;317;4;2023-04-02;2;Online;340.94;Adulto
6404;266;9;2023-05-14;2;Online;8403.78;Adulto
6405;694;88;2022-02-14;1;Online;247.13;Adulto
6406;852;56;2022-10-31;3;Online;11752.8;Idoso
6407;65;16;2024-07-08;4;Loja Física;19817.32;Adulto
6408;333;81;2023-10-30;2;Loja Física;8657.36;Adulto
6409;513;86;2022-07-17;1;Online;4032.94;Adulto
6410;133;71;2022-11-25;4;Loja Física;7356.52;Adulto
6411;592;10;2023-06-11;1;Loja Física;3135.68;Idoso
6412;783;93;2022-03-26;1;Online;4252.2;Adulto
6413;753;36;2024-08-28;1;Online;3406.45;Idoso
6414;540;24;2022-04-09;2;Online;9305.56;Adulto
6415;735;64;2022-06-21;4;Loja Física;8277.0;Adulto
6416;535;56;2024-09-21;2;Online;7835.2;Adulto
6417;496;78;2024-09-06;2;Online;8852.56;Idoso
6418;621;78;2024-03-02;3;Loja Física;13278.84;Adulto
6419;619;89;2023-07-05;4;Online;17988.36;Adulto
6420;657;22;2023-07-01;3;Loja Física;9073.71;Adulto
6421;369;52;2022-01-08;1;Loja Física;3372.03;Idoso
6422;866;50;2023-10-04;4;Online;14220.72;Idoso
6423;909;47;2022-03-09;4;Online;12864.44;Adulto
6424;910;23;2022-08-04;2;Online;9296.18;Adulto
6425;651;96;2023-11-18;1;Online;428.38;Adulto
6426;796;90;2023-10-07;2;Loja Física;6301.78;Idoso
6427;810;91;2024-03-03;3;Online;14608.71;Idoso
6428;992;76;2022-08-07;1;Online;3073.55;Adulto
6429;99;83;2024-06-04;2;Loja Física;2127.2;Adulto
6430;317;19;2023-12-03;2;Online;7132.5;Adulto
6431;123;52;2023-03-11;2;Online;6744.06;Adulto
6432;320;34;2024-05-05;1;Loja Física;361.41;Adulto
6433;799;96;2022-04-17;3;Online;1285.14;Adulto
6434;593;29;2022-07-30;4;Loja Física;19629.92;Adulto
6435;495;61;2023-07-05;2;Online;9617.02;Adulto
6436;457;85;2024-04-28;1;Online;1503.95;Adulto
6437;522;35;2023-12-21;4;Loja Física;9313.4;Adulto
6438;520;5;2024-06-18;2;Loja Física;7690.66;Idoso
6439;917;76;2024-09-26;1;Online;3073.55;Adulto
6440;717;7;2024-01-30;3;Online;11505.84;Adulto
6441;315;41;2024-03-04;2;Loja Física;5103.52;Idoso
6442;946;2;2023-03-22;1;Online;3306.28;Adulto
6443;709;89;2023-10-25;2;Online;8994.18;Adulto
6444;710;10;2024-04-16;1;Online;3135.68;Idoso
6445;542;44;2024-08-20;3;Online;9834.99;Adulto
6446;479;70;2022-03-15;3;Online;9014.76;Adulto
6447;913;91;2024-02-04;1;Online;4869.57;Adulto
6448;971;35;2023-12-04;4;Loja Física;9313.4;Adulto
6449;20;62;2022-06-07;3;Online;8178.24;Adulto
6450;560;74;2022-01-25;2;Online;4348.68;Adulto
6451;969;73;2023-04-16;3;Online;766.62;Adulto
6452;130;20;2024-01-05;2;Online;4014.46;Adulto
6453;293;35;2022-12-06;3;Loja Física;6985.05;Idoso
6454;897;37;2022-02-08;3;Online;10259.7;Adulto
6455;132;72;2022-03-31;2;Online;709.5;Adulto
6456;356;54;2022-03-17;3;Online;2795.01;Idoso
6457;54;95;2022-02-25;2;Loja Física;3485.74;Adulto
6458;890;80;2022-07-02;2;Online;2270.08;Adulto
6459;793;28;2024-03-24;3;Online;14935.77;Adulto
6460;387;70;2022-09-15;3;Loja Física;9014.76;Idoso
6461;265;32;2023-07-26;2;Loja Física;7207.98;Adulto
6462;982;92;2022-03-14;1;Loja Física;2378.55;Adulto
6463;215;11;2023-08-12;3;Loja Física;8581.92;Adulto
6464;460;42;2024-04-21;4;Loja Física;13941.32;Adulto
6465;458;23;2022-08-22;3;Online;13944.27;Adulto
6466;802;30;2024-07-21;1;Online;3282.59;Adulto
6467;43;9;2022-09-22;1;Online;4201.89;Idoso
6468;586;92;2023-02-22;3;Loja Física;7135.65;Adulto
6469;862;88;2023-02-02;3;Loja Física;741.39;Adulto
6470;278;59;2023-04-07;4;Online;16827.84;Adulto
6471;838;28;2023-10-08;3;Loja Física;14935.77;Adulto
6472;754;88;2023-02-19;1;Loja Física;247.13;Adulto
6473;130;79;2023-03-20;4;Loja Física;13317.28;Adulto
6474;350;33;2022-11-20;3;Online;9019.44;Adulto
6475;706;47;2022-01-18;4;Loja Física;12864.44;Adulto
6476;544;98;2023-02-03;4;Online;16412.68;Jovem
6477;106;22;2023-11-21;1;Online;3024.57;Adulto
6478;912;29;2022-05-02;1;Loja Física;4907.48;Adulto
6479;716;34;2023-07-02;2;Online;722.82;Adulto
6480;1;42;2022-01-07;1;Loja Física;3485.33;Adulto
6481;757;52;2023-10-19;2;Loja Física;6744.06;Jovem
6482;584;47;2024-01-08;1;Online;3216.11;Adulto
6483;432;74;2023-09-26;1;Loja Física;2174.34;Idoso
6484;306;51;2022-03-06;2;Online;4660.68;Idoso
6485;909;45;2024-02-14;2;Loja Física;2897.82;Adulto
6486;527;94;2024-02-03;2;Online;811.46;Idoso
6487;53;75;2023-08-23;4;Online;2057.48;Adulto
6488;940;34;2022-02-16;2;Loja Física;722.82;Adulto
6489;520;21;2023-12-19;4;Online;4885.96;Idoso
6490;330;13;2024-05-18;4;Online;17342.88;Adulto
6491;558;54;2022-03-16;2;Online;1863.34;Adulto
6492;325;25;2023-01-02;2;Loja Física;3550.68;Adulto
6493;114;21;2024-08-08;2;Online;2442.98;Adulto
6494;147;1;2023-05-30;1;Loja Física;1632.61;Adulto
6495;166;58;2022-04-19;1;Loja Física;3528.23;Adulto
6496;379;69;2022-10-24;2;Online;5915.26;Idoso
6497;139;86;2024-03-16;3;Loja Física;12098.82;Jovem
6498;629;71;2023-12-04;2;Loja Física;3678.26;Adulto
6499;299;13;2022-11-05;3;Online;13007.16;Adulto
6500;276;52;2023-09-14;1;Loja Física;3372.03;Adulto
6501;916;23;2022-03-30;1;Loja Física;4648.09;Adulto
6502;789;21;2022-10-16;3;Loja Física;3664.47;Idoso
6503;850;6;2024-02-23;1;Online;3156.34;Adulto
6504;825;20;2024-08-06;2;Loja Física;4014.46;Adulto
6505;178;76;2023-03-25;3;Online;9220.65;Adulto
6506;842;40;2023-01-26;3;Online;2760.15;Adulto
6507;354;9;2023-02-09;4;Online;16807.56;Adulto
6508;154;50;2024-04-21;1;Online;3555.18;Adulto
6509;926;28;2023-11-08;3;Loja Física;14935.77;Adulto
6510;201;11;2022-02-01;3;Online;8581.92;Adulto
6511;878;96;2023-05-01;3;Loja Física;1285.14;Adulto
6512;115;75;2022-06-10;1;Loja Física;514.37;Adulto
6513;671;88;2023-07-01;3;Online;741.39;Adulto
6514;554;56;2022-08-14;3;Online;11752.8;Adulto
6515;759;79;2022-05-20;2;Loja Física;6658.64;Adulto
6516;68;35;2024-02-04;2;Online;4656.7;Adulto
6517;445;81;2023-02-05;4;Online;17314.72;Adulto
6518;445;25;2024-03-26;3;Online;5326.02;Adulto
6519;326;99;2024-03-27;1;Loja Física;4277.48;Adulto
6520;846;19;2024-05-19;4;Loja Física;14265.0;Jovem
6521;708;31;2023-07-13;4;Loja Física;16166.52;Adulto
6522;602;81;2022-10-30;4;Loja Física;17314.72;Adulto
6523;623;50;2024-09-10;3;Online;10665.54;Adulto
6524;880;87;2023-10-12;4;Loja Física;19945.88;Idoso
6525;359;63;2022-05-28;1;Loja Física;2493.63;Adulto
6526;145;47;2022-11-02;2;Loja Física;6432.22;Jovem
6527;275;1;2023-11-25;2;Loja Física;3265.22;Adulto
6528;509;58;2024-06-27;3;Loja Física;10584.69;Adulto
6529;179;10;2024-07-25;1;Online;3135.68;Adulto
6530;753;8;2024-09-15;1;Loja Física;2908.0;Idoso
6531;838;26;2024-03-25;1;Online;2685.62;Adulto
6532;831;34;2024-06-06;3;Loja Física;1084.23;Adulto
6533;477;19;2024-01-17;1;Loja Física;3566.25;Adulto
6534;843;78;2023-10-26;2;Online;8852.56;Adulto
6535;976;72;2023-01-18;1;Loja Física;354.75;Idoso
6536;414;1;2024-09-07;1;Online;1632.61;Adulto
6537;153;48;2024-08-30;3;Loja Física;9109.74;Adulto
6538;104;25;2022-01-12;4;Online;7101.36;Adulto
6539;75;24;2023-07-21;4;Loja Física;18611.12;Adulto
6540;128;47;2024-06-14;3;Online;9648.33;Adulto
6541;711;84;2023-07-23;3;Loja Física;11140.17;Adulto
6542;666;94;2022-05-25;3;Online;1217.19;Adulto
6543;568;69;2022-05-07;3;Loja Física;8872.89;Jovem
6544;790;67;2022-02-12;1;Loja Física;1457.36;Adulto
6545;345;32;2022-01-06;1;Online;3603.99;Adulto
6546;531;17;2023-08-10;4;Online;15231.92;Adulto
6547;159;61;2023-09-03;3;Online;14425.53;Adulto
6548;538;69;2023-02-08;3;Online;8872.89;Adulto
6549;426;11;2023-07-05;1;Loja Física;2860.64;Idoso
6550;681;38;2023-07-15;3;Online;5784.9;Adulto
6551;996;68;2024-08-27;2;Online;9228.82;Adulto
6552;23;19;2022-03-29;1;Loja Física;3566.25;Adulto
6553;47;87;2022-11-09;2;Online;9972.94;Adulto
6554;525;17;2022-08-04;1;Online;3807.98;Adulto
6555;729;13;2024-02-06;1;Online;4335.72;Adulto
6556;834;91;2024-01-30;1;Loja Física;4869.57;Adulto
6557;706;1;2024-07-14;4;Online;6530.44;Adulto
6558;144;2;2024-01-14;4;Loja Física;13225.12;Adulto
6559;585;82;2022-12-19;1;Loja Física;4441.86;Adulto
6560;668;97;2022-08-05;1;Loja Física;4879.18;Adulto
6561;589;66;2023-02-27;1;Loja Física;2905.78;Adulto
6562;419;68;2024-07-16;1;Loja Física;4614.41;Adulto
6563;681;16;2023-10-24;3;Loja Física;14862.99;Adulto
6564;973;4;2024-05-21;3;Online;511.41;Adulto
6565;799;57;2023-06-09;3;Online;9262.56;Adulto
6566;85;73;2022-05-26;4;Online;1022.16;Adulto
6567;416;85;2022-06-14;2;Loja Física;3007.9;Adulto
6568;694;23;2022-07-08;1;Online;4648.09;Adulto
6569;482;2;2022-08-15;3;Loja Física;9918.84;Adulto
6570;456;67;2023-09-24;3;Loja Física;4372.08;Adulto
6571;827;87;2024-05-04;3;Online;14959.41;Adulto
6572;297;26;2022-09-16;1;Online;2685.62;Idoso
6573;112;7;2022-07-18;1;Online;3835.28;Idoso
6574;962;44;2022-04-28;2;Online;6556.66;Adulto
6575;230;33;2022-07-05;4;Online;12025.92;Adulto
6576;96;64;2023-11-19;2;Loja Física;4138.5;Adulto
6577;950;36;2024-03-29;1;Loja Física;3406.45;Adulto
6578;680;4;2023-08-04;2;Loja Física;340.94;Adulto
6579;378;23;2024-05-22;3;Online;13944.27;Adulto
6580;156;25;2022-02-25;2;Loja Física;3550.68;Adulto
6581;421;90;2024-05-21;3;Online;9452.67;Adulto
6582;105;92;2024-02-09;2;Loja Física;4757.1;Adulto
6583;705;92;2024-08-12;3;Online;7135.65;Adulto
6584;330;85;2023-07-17;2;Loja Física;3007.9;Adulto
6585;439;74;2023-04-18;4;Loja Física;8697.36;Adulto
6586;132;27;2023-10-23;2;Loja Física;2274.04;Adulto
6587;867;51;2023-07-17;1;Loja Física;2330.34;Adulto
6588;382;79;2022-03-16;1;Online;3329.32;Adulto
6589;138;81;2022-10-25;3;Loja Física;12986.04;Adulto
6590;943;99;2023-11-19;1;Loja Física;4277.48;Adulto
6591;843;69;2022-03-10;3;Loja Física;8872.89;Adulto
6592;270;80;2022-09-14;4;Loja Física;4540.16;Adulto
6593;550;23;2022-04-11;1;Loja Física;4648.09;Adulto
6594;396;9;2022-07-22;1;Online;4201.89;Adulto
6595;557;33;2024-01-14;3;Loja Física;9019.44;Adulto
6596;913;35;2023-08-18;4;Loja Física;9313.4;Adulto
6597;464;50;2023-05-14;4;Loja Física;14220.72;Adulto
6598;675;24;2024-09-01;2;Online;9305.56;Adulto
6599;450;88;2022-12-05;3;Loja Física;741.39;Adulto
6600;331;24;2023-01-01;3;Online;13958.34;Adulto
6601;253;19;2022-05-12;4;Loja Física;14265.0;Adulto
6602;681;39;2023-11-19;3;Online;14142.87;Adulto
6603;963;61;2023-11-03;1;Online;4808.51;Idoso
6604;285;25;2022-08-29;1;Online;1775.34;Adulto
6605;274;95;2022-04-13;1;Online;1742.87;Adulto
6606;20;25;2022-10-19;3;Online;5326.02;Adulto
6607;239;27;2023-09-27;2;Online;2274.04;Idoso
6608;270;32;2022-03-13;2;Loja Física;7207.98;Adulto
6609;418;11;2024-07-10;4;Loja Física;11442.56;Adulto
6610;945;69;2022-07-18;3;Online;8872.89;Adulto
6611;310;33;2022-11-22;4;Online;12025.92;Adulto
6612;31;19;2023-05-13;3;Loja Física;10698.75;Idoso
6613;826;16;2023-04-07;2;Online;9908.66;Idoso
6614;104;99;2022-12-03;1;Loja Física;4277.48;Adulto
6615;682;11;2023-09-24;3;Online;8581.92;Idoso
6616;186;75;2023-11-07;2;Loja Física;1028.74;Idoso
6617;128;74;2022-11-10;2;Online;4348.68;Adulto
6618;210;98;2023-12-12;2;Online;8206.34;Adulto
6619;414;69;2023-08-22;1;Loja Física;2957.63;Adulto
6620;281;87;2022-06-06;2;Loja Física;9972.94;Adulto
6621;959;55;2023-08-03;4;Online;775.24;Idoso
6622;253;25;2023-08-04;2;Loja Física;3550.68;Adulto
6623;19;93;2023-01-09;2;Online;8504.4;Adulto
6624;712;77;2024-04-07;3;Online;13250.31;Adulto
6625;732;96;2022-11-20;3;Online;1285.14;Adulto
6626;136;34;2024-09-08;3;Online;1084.23;Adulto
6627;223;12;2023-03-15;2;Loja Física;6321.22;Adulto
6628;3;88;2022-06-22;2;Online;494.26;Adulto
6629;963;21;2022-01-05;4;Online;4885.96;Idoso
6630;236;29;2022-11-17;1;Loja Física;4907.48;Jovem
6631;854;51;2022-09-10;2;Loja Física;4660.68;Adulto
6632;465;23;2024-03-15;1;Online;4648.09;Adulto
6633;228;33;2022-08-15;2;Online;6012.96;Idoso
6634;913;8;2023-12-31;1;Online;290.8;Adulto
6635;654;42;2024-01-28;3;Online;10455.99;Adulto
6636;499;77;2023-10-19;2;Loja Física;8833.54;Idoso
6637;521;69;2023-03-23;4;Online;11830.52;Idoso
6638;702;41;2022-10-11;1;Loja Física;2551.76;Adulto
6639;862;74;2024-05-10;3;Online;65230.2;Adulto
6640;917;63;2023-01-04;4;Loja Física;9974.52;Adulto
6641;972;14;2022-05-18;3;Loja Física;8927.97;Jovem
6642;677;88;2023-11-27;2;Online;494.26;Adulto
6643;992;62;2024-01-21;4;Loja Física;10904.32;Adulto
6644;139;75;2022-12-06;1;Loja Física;514.37;Jovem
6645;276;46;2024-06-17;1;Loja Física;865.41;Adulto
6646;291;67;2023-05-07;4;Loja Física;5829.44;Adulto
6647;53;93;2023-04-19;1;Online;4252.2;Adulto
6648;687;53;2023-04-02;3;Loja Física;12609.3;Idoso
6649;110;52;2023-01-03;4;Online;13488.12;Adulto
6650;715;94;2024-03-04;1;Loja Física;405.73;Adulto
6651;948;7;2022-11-09;3;Online;11505.84;Adulto
6652;648;81;2023-05-14;1;Online;4328.68;Idoso
6653;4;84;2023-07-19;3;Loja Física;11140.17;Adulto
6654;667;54;2022-04-22;2;Online;1863.34;Adulto
6655;684;11;2022-06-29;3;Loja Física;8581.92;Adulto
6656;936;25;2023-10-24;1;Online;1775.34;Adulto
6657;870;59;2023-09-14;3;Loja Física;12620.88;Adulto
6658;47;88;2022-03-25;1;Loja Física;247.13;Adulto
6659;94;66;2024-05-11;4;Online;11623.12;Adulto
6660;940;27;2022-10-15;4;Online;4548.08;Adulto
6661;560;83;2024-05-29;2;Loja Física;2127.2;Adulto
6662;752;58;2024-04-26;3;Loja Física;10584.69;Adulto
6663;859;93;2022-05-24;2;Loja Física;8504.4;Adulto
6664;213;11;2024-07-01;4;Loja Física;11442.56;Adulto
6665;436;55;2023-07-06;3;Online;581.43;Idoso
6666;852;19;2022-07-21;3;Online;10698.75;Idoso
6667;508;92;2022-09-27;2;Online;4757.1;Adulto
6668;836;39;2024-01-22;2;Online;9428.58;Adulto
6669;651;85;2024-06-26;3;Loja Física;4511.85;Adulto
6670;205;90;2023-10-04;3;Loja Física;9452.67;Adulto
6671;381;86;2022-03-20;3;Online;12098.82;Adulto
6672;73;70;2024-01-15;2;Loja Física;6009.84;Adulto
6673;516;11;2022-03-19;1;Loja Física;2860.64;Adulto
6674;76;14;2024-07-02;4;Online;11903.96;Adulto
6675;841;60;2022-01-20;4;Online;16135.08;Adulto
6676;77;36;2024-05-19;2;Online;6812.9;Idoso
6677;816;41;2023-06-04;3;Online;7655.28;Adulto
6678;768;2;2023-10-09;4;Online;13225.12;Adulto
6679;410;57;2022-02-01;4;Online;12350.08;Adulto
6680;614;60;2024-04-12;4;Online;16135.08;Idoso
6681;106;20;2023-08-19;4;Loja Física;8028.92;Adulto
6682;845;22;2023-08-16;3;Loja Física;9073.71;Idoso
6683;551;4;2023-02-19;2;Loja Física;340.94;Adulto
6684;476;56;2024-02-27;3;Online;11752.8;Adulto
6685;826;93;2023-08-28;3;Online;12756.6;Idoso
6686;275;58;2022-08-06;4;Online;14112.92;Adulto
6687;88;88;2024-07-17;4;Loja Física;988.52;Adulto
6688;723;65;2022-02-07;3;Online;2559.27;Adulto
6689;881;88;2023-07-19;3;Loja Física;741.39;Adulto
6690;77;58;2022-09-24;3;Online;10584.69;Idoso
6691;77;30;2023-07-11;1;Loja Física;3282.59;Idoso
6692;442;76;2024-07-04;4;Loja Física;12294.2;Adulto
6693;540;19;2023-07-07;2;Online;7132.5;Adulto
6694;245;62;2023-04-29;2;Online;5452.16;Adulto
6695;578;68;2023-11-01;2;Loja Física;9228.82;Idoso
6696;778;79;2024-03-04;1;Loja Física;3329.32;Adulto
6697;382;84;2022-06-02;1;Online;3713.39;Adulto
6698;982;44;2023-01-10;2;Online;6556.66;Adulto
6699;717;84;2023-02-06;2;Online;7426.78;Adulto
6700;570;61;2022-08-17;2;Online;9617.02;Adulto
6701;713;21;2024-07-01;3;Loja Física;3664.47;Adulto
6702;737;10;2024-03-01;4;Online;12542.72;Idoso
6703;142;30;2023-08-27;1;Loja Física;3282.59;Idoso
6704;893;24;2024-01-21;1;Online;4652.78;Idoso
6705;368;48;2024-05-27;3;Loja Física;9109.74;Adulto
6706;84;55;2022-10-25;1;Online;193.81;Adulto
6707;143;52;2022-05-18;2;Loja Física;6744.06;Adulto
6708;352;38;2023-04-21;1;Online;1928.3;Idoso
6709;545;67;2023-05-29;3;Online;4372.08;Adulto
6710;913;93;2023-06-07;4;Online;17008.8;Adulto
6711;152;8;2022-04-03;2;Online;581.6;Adulto
6712;158;29;2023-02-11;1;Loja Física;4907.48;Adulto
6713;446;10;2023-01-08;2;Online;6271.36;Adulto
6714;653;69;2023-05-30;4;Online;11830.52;Adulto
6715;958;75;2022-01-11;1;Online;514.37;Adulto
6716;763;68;2023-11-10;2;Online;9228.82;Adulto
6717;303;49;2022-09-02;3;Loja Física;2936.52;Adulto
6718;624;58;2024-05-18;3;Online;10584.69;Adulto
6719;656;35;2024-09-14;4;Loja Física;9313.4;Idoso
6720;450;50;2024-04-05;4;Online;14220.72;Adulto
6721;721;40;2023-09-21;4;Online;3680.2;Adulto
6722;224;12;2023-12-02;1;Loja Física;3160.61;Idoso
6723;43;85;2022-06-19;4;Online;6015.8;Idoso
6724;264;16;2024-02-15;1;Online;4954.33;Adulto
6725;756;78;2023-06-11;2;Online;8852.56;Adulto
6726;3;85;2022-05-24;3;Online;4511.85;Adulto
6727;637;48;2023-04-02;2;Online;6073.16;Idoso
6728;268;91;2022-06-13;3;Loja Física;14608.71;Adulto
6729;596;1;2022-07-03;4;Online;6530.44;Idoso
6730;16;65;2023-08-03;2;Online;1706.18;Adulto
6731;334;22;2024-08-29;2;Online;6049.14;Adulto
6732;464;15;2023-08-03;4;Loja Física;11786.64;Adulto
6733;59;84;2023-11-07;2;Loja Física;7426.78;Adulto
6734;177;67;2024-06-12;1;Loja Física;1457.36;Adulto
6735;63;14;2024-09-17;3;Online;8927.97;Adulto
6736;958;73;2022-05-30;4;Online;1022.16;Adulto
